preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area
1200000;CENTRO;Apartamento;;Pelotas RS;3;3;1;420
220000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;55
530000;TRES VENDAS;Casa;Francisco Caruccio;Pelotas RS;2;2;5;170
267000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;92
450000;TRES VENDAS;Apartamento;Fernando Osorio;Pelotas RS;3;1;2;156
200000;CENTRO;Apartamento;;Pelotas RS;2;0;1;53
3600000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;5;2;3;587
160000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;62
128000;CENTRO;Apartamento;;Pelotas RS;2;0;1;48
148000;AREAL;Casa;R 1;Pelotas RS;3;0;5;390
410000;CENTRO;Apartamento;;Pelotas RS;3;1;1;120
680000;Zona Norte;Casa;Rua Luis de Camoes;Pelotas RS;3;1;0;220
101000;FRAGATA;Apartamento;Rua Irmao Gabino Gerardo;Pelotas RS;2;0;1;45
350000;PORTO;Casa;;Pelotas RS;3;0;4;290
680000;Zona Norte;Apartamento;;Pelotas RS;3;1;1;136
2120000;AREAL;Casa;;Pelotas RS;3;2;30;521
175000;Santa Terezinha;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;57
530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;180
234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48
420000;LARANJAL;Casa;Rua Irma Amabile;Pelotas RS;2;1;1;450
197000;CENTRO;Apartamento;Rua Gomes Carneiro;Pelotas RS;1;1;0;49
530000;CENTRO;Casa;Rua Gomes Carneiro;Pelotas RS;2;0;2;190
295000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;6;200
750000;CENTRO;Casa;;Pelotas RS;3;0;2;300
238000;CENTRO;Apartamento;;Pelotas RS;3;0;1;75
224000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;0;1;82
175000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;73
80000;CENTRO;Conjunto Comercial/Sala;Marechal Floriano;Pelotas RS;;0;0;
140000;CENTRO;Apartamento;;Pelotas RS;1;0;0;39
330000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;120
220000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;3;114
155515;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;
980000;Vila Assuncao;Casa;;Pelotas RS;3;2;5;222
220000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;45
160000;AREAL;Casa;;Pelotas RS;2;0;1;74
600000;CENTRO;Apartamento;;Pelotas RS;3;1;1;200
150000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;42
144000;CENTRO;Apartamento;Marcilio Dias;Pelotas RS;2;0;1;
2000000;Baronesa;Casa;;Pelotas RS;4;1;5;416
340000;TRES VENDAS;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;360
199900;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;1;38
320000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;3;1;0;75
1200000;AREAL;Casa Comercial;Avenida Sao Francisco de Paula;Pelotas RS;3;1;0;323
530000;Colina da Sol;Casa;;Pelotas RS;3;3;4;246
355000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;1;1;69
190000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;
150000;FRAGATA;Terreno Padrao;Rua Dr Frederico Bastos;Pelotas RS;;0;0;
490000;TRES VENDAS;Casa;General Joao Antonio da Silveira;Pelotas RS;4;1;1;240
290000;Fatima;Casa;Rua Francisco Vieira da Cunha;Pelotas RS;2;1;2;100
535000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;3;1;2;161
805600;CENTRO;Casa;Proximo Colegio Albert Einstein;Pelotas RS;4;0;0;168
425000;CENTRO;Casa;Rua Marcilio Dias;Pelotas RS;3;0;0;149
195000;CENTRO;Apartamento;Rua Gomes Carneiro;Pelotas RS;2;0;1;62
160000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;0;1;43
260000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;424
265000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;1;0;57
255000;FRAGATA;Apartamento;Rua Conego Siqueira Canabarro;Pelotas RS;3;0;0;70
250000;INDETERMINADO;Casa;Juarez Torronteguy Cassino;Pelotas RS;2;0;2;40
380000;CENTRO;Casa;;Pelotas RS;3;0;1;180
105000;CENTRO;Conjunto Comercial/Sala;Quinze de Novembro;Pelotas RS;;0;0;35
150000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;65
1500000;CENTRO;Apartamento;;Pelotas RS;4;1;2;360
400000;CENTRO;Apartamento;Rua 15 de Novembro;Pelotas RS;3;1;1;107
220000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;65
595000;AREAL;Casa;Rua Miguel Meirelles;Pelotas RS;3;1;1;140
290000;CENTRO;Apartamento;;Pelotas RS;2;0;1;73
28000;CENTRO;Box/Garagem;Endereco Nao Informado;Pelotas RS;;0;0;20
375000;CENTRO;Apartamento;;Pelotas RS;3;0;1;100
477000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;99
680000;CENTRO;Apartamento;;Pelotas RS;3;1;1;190
350000;TRES VENDAS;Loja Shopping/ Ct Comercial;Avenida Dom Joaquim;Pelotas RS;;0;0;53
225000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;70
280000;TRES VENDAS;Casa;Avenida Guadalajara;Pelotas RS;2;0;3;125
170000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;60
270000;CENTRO;Apartamento;Felix da Cunha;Pelotas RS;2;0;0;
150000;CENTRO;Apartamento;Rua Pinto Martins;Pelotas RS;2;0;0;38
212000;FRAGATA;Casa;;Pelotas RS;2;0;2;55
450000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;150
560000;CENTRO;Apartamento;;Pelotas RS;4;1;1;172
155000;TRES VENDAS;Apartamento;Rua Marcio Dias;Pelotas RS;2;0;1;46
265000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;2;1;1;130
265000;CENTRO;Apartamento;Joao Pessoa;Pelotas RS;2;0;1;65
420000;CENTRO;Conjunto Comercial/Sala;Proximo Caixa XV de Novembro;Pelotas RS;;0;0;120
1350000;AREAL;Casa;;Pelotas RS;5;4;2;315
600000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;2;2;5;209
340000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;3;0;1;117
120000;FRAGATA;Apartamento;Rua Henrique Dias;Pelotas RS;2;0;1;42
225000;LARANJAL;Terreno Padrao;Dr. Antonio Rodrigues Duarte da Silva;Pelotas RS;;0;0;305
400000;CENTRO;Casa;Tiradentes;Pelotas RS;2;1;2;
278000;AREAL;Terreno Padrao;Um Sao Francisco de Paula;Pelotas RS;;0;0;
270000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;56
435000;CENTRO;Apartamento;;Pelotas RS;2;1;1;95
1050000;Zona Norte;Apartamento;Rua Anchieta;Pelotas RS;3;1;2;192
65000;AREAL;Terreno Padrao;Rua;Pelotas RS;;0;0;
175000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;72
125000;CENTRO;Apartamento;Garibaldi;Pelotas RS;2;0;1;
350000;CENTRO;Casa;Rua Gal Teles;Pelotas RS;5;0;0;210
275000;CENTRO;Apartamento;Almirante Barroso;Pelotas RS;2;0;0;
380000;LARANJAL;Casa;Tapes;Pelotas RS;3;0;3;100
159000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;50
170000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;
490000;CENTRO;Casa;;Pelotas RS;3;0;1;189
159000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;47
495000;Fatima;Casa;;Pelotas RS;3;0;2;233
800000;AREAL;Casa;;Pelotas RS;1;0;1;504
170000;FRAGATA;Apartamento;;Pelotas RS;2;0;0;48
255000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;70
320000;CENTRO;Apartamento;;Pelotas RS;3;0;4;110
255000;CENTRO;Apartamento;Dr. Joao Pessoa;Pelotas RS;2;0;1;65
2000000;FRAGATA;Predio Inteiro;Avenida Pinheiro Machado;Pelotas RS;;0;0;1468
220000;CENTRO;Apartamento;;Pelotas RS;2;0;1;70
200000;TRES VENDAS;Casa de Condominio;Rua Olegario Mariano;Pelotas RS;2;0;1;57
300000;AREAL;Terreno Padrao;Avenida Sao Francisco de Paula;Pelotas RS;;0;0;
388000;CENTRO;Apartamento;;Pelotas RS;3;1;1;90
680000;Zona Norte;Apartamento;Goncalves Chaves;Pelotas RS;3;1;1;136
370000;AREAL;Apartamento;;Pelotas RS;3;1;2;80
1050000;CENTRO;Apartamento;General Neto;Pelotas RS;4;1;2;
1100000;Zona Norte;Casa;Vereador Celso Garcia D Avilla Sellas;Pelotas RS;3;3;2;226
255000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;2;0;0;81
180000;AREAL;Casa;Rua Rafael Pinto Bandeira;Pelotas RS;2;0;0;70
380000;AREAL;Casa;Praca Hortencio Rosa;Pelotas RS;3;0;1;107
201000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;85
175000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;1;0;1;71
636000;AREAL;Casa;Rua Barao de Itamaraca;Pelotas RS;4;2;3;300
190000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;67
590000;FRAGATA;Casa;Rua Dr Gervasio Alves Pereira;Pelotas RS;2;0;1;125
150000;AREAL;Apartamento;;Pelotas RS;1;0;0;39
158000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;1;0;1;40
235000;CENTRO;Apartamento;;Pelotas RS;2;0;1;55
300000;TRES VENDAS;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;350
191000;CENTRO;Apartamento;Rua Gomes Carneiro;Pelotas RS;2;0;1;51
250000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;110
1000000;Las Acacias;Casa;Endereco Nao Informado;Pelotas RS;3;0;2;283
190000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;47
1450000;AREAL;Casa;Proximo Jk de Oliveira/Goncalves Chaves;Pelotas RS;4;2;6;386
245000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;0;0;
480000;CENTRO;Apartamento;;Pelotas RS;3;1;1;192
149000;CENTRO;Terreno Padrao;Antero Leivas;Pelotas RS;;0;0;
200000;TRES VENDAS;Casa;;Pelotas RS;2;0;2;90
85000;FRAGATA;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;198
250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;72
460000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;0;1;110
150000;Simoes Lopes;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;150
362000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;130
228000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;72
1200000;INDETERMINADO;Chacara;Brbarao Br;Pelotas RS;3;3;0;400
290000;TRES VENDAS;Casa;;Pelotas RS;4;0;2;175
128000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;43
750000;AREAL;Casa;Proximo Dom Joaquim;Pelotas RS;3;1;2;230
265000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;
200000;CENTRO;Apartamento;Goncalves Chaves;Pelotas RS;1;0;0;51
415000;Colina da Sol;Apartamento;;Pelotas RS;3;1;1;139
250000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;
117000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;50
160000;FRAGATA;Apartamento;Rua Iara Silva;Pelotas RS;3;0;2;36
149000;Cascata;Sitio;Colonia Francesa;Pelotas RS;2;0;0;
175000;CENTRO;Apartamento;Rua Gal Argolo;Pelotas RS;1;0;0;29
260000;AREAL;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;2;1;1;54
373000;CENTRO;Casa;Barao de Santa Tecla De;Pelotas RS;3;2;0;210
440000;CENTRO;Apartamento;Rua Santa Cruz;Pelotas RS;2;1;1;77
155000;Navegantes;Casa;;Pelotas RS;2;1;4;100
396000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;95
550000;AREAL;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;150
265000;CENTRO;Apartamento;;Pelotas RS;2;0;0;75
420000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;120
268000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;55
128000;RECANTO DE PORTUGAL;Terreno Padrao;;Pelotas RS;;0;0;
265000;AREAL;Casa;R Salvador Ferreira;Pelotas RS;3;0;2;120
800000;Las Acacias;Casa;;Pelotas RS;3;1;4;234
280000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;1;126
465000;INDETERMINADO;Terreno Padrao;Carlos Henrique Nogueira;Pelotas RS;;0;0;
1400000;CENTRO;Casa;Marechal Deodoro;Pelotas RS;4;0;0;
390000;AREAL;Casa;Rua Visconde de Taunay;Pelotas RS;3;0;2;205
299000;CENTRO;Apartamento;;Pelotas RS;2;0;1;87
190000;CENTRO;Apartamento;Almirante Tamandare;Pelotas RS;1;0;0;
380000;CENTRO;Casa;Princesa Isabel;Pelotas RS;3;1;2;300
550000;CENTRO;Casa;Felix da Cunha;Pelotas RS;3;0;1;
290000;CENTRO;Casa;Rua Gal Osorio;Pelotas RS;3;0;1;102
345000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;75
740000;CENTRO;Apartamento;;Pelotas RS;3;2;1;400
120000;RECANTO DE PORTUGAL;Terreno Padrao;;Pelotas RS;;0;0;
600000;CENTRO;Casa;General Telles;Pelotas RS;4;1;1;170
270000;AREAL;Casa;Avenida Ferreira Viana;Pelotas RS;1;1;2;123
260000;LARANJAL;Terreno Padrao;Rua Vila Real;Pelotas RS;;0;0;1000
600000;CENTRO;Apartamento;;Pelotas RS;3;0;0;195
380000;AREAL;Casa;R Manoel de Oliveira Thomaz Jr;Pelotas RS;2;0;1;125
355000;CENTRO;Apartamento;Coronel Alberto Rosa;Pelotas RS;3;0;1;125
320000;LARANJAL;Casa;Rua Santiago;Pelotas RS;3;1;1;450
350000;CENTRO;Apartamento;;Pelotas RS;3;1;1;112
210000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;166
750000;TRES VENDAS;Casa;;Pelotas RS;3;1;2;197
400000;CENTRO;Casa;Rua Major Cicero de Goes Monteiro;Pelotas RS;2;0;0;106
230000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;62
250000;FRAGATA;Casa;Rua Joao Neves da Fontoura;Pelotas RS;3;0;1;150
655000;Zona Norte;Apartamento;Central Park Residencial Club;Pelotas RS;3;1;2;110
630000;Zona Norte;Apartamento;;Pelotas RS;3;1;2;130
405000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;1;1;91
550000;CENTRO;Apartamento;;Pelotas RS;3;1;1;100
570000;CENTRO;Casa;;Pelotas RS;4;0;0;245
170000;AREAL;Apartamento;Ferreira Viana;Pelotas RS;2;0;0;42
700000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;2;247
240913;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;
292473;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;
1500000;Zona Norte;Casa;Sao Francisco de Paula;Pelotas RS;3;1;2;420
170000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;3;1;1;74
250000;LARANJAL;Terreno Padrao;Proximo Igreja Santo Antonio;Pelotas RS;;0;0;
270000;CENTRO;Apartamento;;Pelotas RS;2;0;1;80
260000;CENTRO;Terreno Padrao;Dom Pedro II;Pelotas RS;;0;0;
200000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;52
690000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;2;164
340000;TRES VENDAS;Casa;Rua Joaquim Oliveira;Pelotas RS;3;0;2;132
404000;Santa Terezinha;Casa;Rua Sao Geraldo;Pelotas RS;3;0;2;174
201573;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;
350000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;180
2100000;CENTRO;Terreno Padrao;Rua Dom Pedro II;Pelotas RS;;0;0;2652
595000;AREAL;Casa;Rua Miguel Meirelles;Pelotas RS;3;1;1;190
530000;CENTRO;Apartamento;Rua Lobo da Costa;Pelotas RS;3;1;1;138
636000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;0;140
900000;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;672
60000;TRES VENDAS;Terreno Padrao;Rua Jorge Moron Hallal;Pelotas RS;;0;0;
1030000;AREAL;Predio Inteiro;Ginasio do Areal;Pelotas RS;;0;0;490
470000;AREAL;Casa;Rua Dr Benjamin Gastal;Pelotas RS;3;1;0;1100
300000;CENTRO;Casa;Santa Cruz;Pelotas RS;3;1;0;
200000;CENTRO;Apartamento;Rua Bento Martins;Pelotas RS;2;0;0;76
380000;FRAGATA;Casa;Carlos Gotuzzo Giacoboni;Pelotas RS;3;1;2;150
370000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;75
260000;CENTRO;Casa;Albuquerque de Barros;Pelotas RS;2;1;1;115
424000;CENTRO;Apartamento;Voluntarios da Patria;Pelotas RS;2;0;1;85
390000;AREAL;Apartamento;;Pelotas RS;2;1;1;140
200000;TRES VENDAS;Casa;;Pelotas RS;3;0;1;55
460000;TRES VENDAS;Casa;;Pelotas RS;3;2;2;150
270000;CENTRO;Loja/Salao;;Pelotas RS;;0;0;71
800000;AREAL;Casa Comercial;Endereco Nao Informado;Pelotas RS;1;0;50;
60000;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;250
200000;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;432
530000;CENTRO;Casa;Padre Felicio;Pelotas RS;3;0;1;
161000;TRES VENDAS;Apartamento;Rua Joao Jacob Bainy;Pelotas RS;2;0;1;47
438000;LARANJAL;Casa;Avenida Rio Grande do Sul;Pelotas RS;2;0;2;137
174106;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;
185000;TRES VENDAS;Casa;Santiago Dantas;Pelotas RS;2;0;1;60
220000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;51
240000;FRAGATA;Casa;Rua Alexandre Mendonca;Pelotas RS;2;0;1;110
8800000;INDETERMINADO;Casa;Rua Orlando Brizolara Azevedo;Pelotas RS;3;3;2;320
560000;TRES VENDAS;Casa;Rua Prof Carlos Henrique Nogueira;Pelotas RS;3;0;4;180
213000;CENTRO;Apartamento;Rua Gal Teles;Pelotas RS;2;0;1;75
320000;CENTRO;Casa;Rua Guararapes;Pelotas RS;2;0;3;75
720000;LARANJAL;Casa;Avenida Adolfo Fetter;Pelotas RS;3;1;2;155
220000;CENTRO;Terreno Padrao;Rua Santa Cruz;Pelotas RS;;0;0;
480000;TRES VENDAS;Casa;;Pelotas RS;5;0;4;300
750000;CENTRO;Casa;Rafael Pinto Bandeira;Pelotas RS;3;1;2;260
700000;CENTRO;Terreno Padrao;Rua Barao de Santa Tecla;Pelotas RS;;0;0;1200
636000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;109
270000;TRES VENDAS;Casa;Rua Sao Pedro;Pelotas RS;2;1;0;188
390000;LARANJAL;Casa;Rua Santiago;Pelotas RS;3;0;3;180
480000;CENTRO;Apartamento;Barao de Santa Tecla De;Pelotas RS;3;1;1;136
265000;TRES VENDAS;Apartamento;;Pelotas RS;2;0;1;120
250000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;390
1000000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;363
485000;Santa Terezinha;Casa;Endereco Nao Informado;Pelotas RS;5;1;2;200
340000;CENTRO;Apartamento;;Pelotas RS;3;0;1;90
125000;TRES VENDAS;Apartamento;Avenida Fernando Osorio;Pelotas RS;2;0;1;45
212000;CENTRO;Apartamento;General Teles;Pelotas RS;2;0;2;
138000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;42
78000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;
394000;CENTRO;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;1;69
212000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;98
426000;CENTRO;Apartamento;XV de Novembro;Pelotas RS;2;1;1;115
46000;FRAGATA;Conjunto Comercial/Sala;Duque Caxias De;Pelotas RS;;0;0;20
580000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;1;107
260000;LARANJAL;Casa;;Pelotas RS;2;0;3;55
220000;CENTRO;Casa;Tiradentes;Pelotas RS;3;1;0;100
350000;AREAL;Casa;Lhulier Vl;Pelotas RS;8;0;0;190
1150000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;3;0;3;318
780000;AREAL;Casa;Joaquim Vieira da Cunha;Pelotas RS;5;0;3;327
920000;LARANJAL;Casa;Adolfo Fetter;Pelotas RS;3;1;2;216
155000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;
180000;TRES VENDAS;Apartamento;;Pelotas RS;2;0;0;53
230000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;0;76
95040;Simoes Lopes;Terreno Padrao;Av. Frederico Bastos;Pelotas RS;;0;0;
800000;CENTRO;Casa;;Pelotas RS;3;2;1;197
91000;CENTRO;Casa;Paulo Guilayn;Pelotas RS;3;0;0;
85000;LARANJAL;Terreno Padrao;Rua Mario P. Orlandi;Pelotas RS;;0;0;
758135;AREAL;Terreno Padrao;Parque Una;Pelotas RS;;0;0;
120000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;45
905000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;290
200000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;0;0;51
160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;42
650000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;4;230
360000;AREAL;Casa;;Pelotas RS;2;1;2;121
320000;CENTRO;Apartamento;;Pelotas RS;3;1;1;135
5500000;FRAGATA;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;570000
159000;AREAL;Apartamento;Barao Cotegipe De;Pelotas RS;2;0;1;44
280000;FRAGATA;Apartamento;Avenida Theodoro Muller;Pelotas RS;2;0;2;75
160000;FRAGATA;Apartamento;Marcos Costa;Pelotas RS;2;0;0;50
244000;CENTRO;Casa;Rua Voluntarios da Patria;Pelotas RS;2;0;2;81
2500000;Zona Norte;Terreno Padrao;Rafael Pinto Bandeira;Pelotas RS;;0;0;
330000;TRES VENDAS;Apartamento;Avenida Fernando Osorio;Pelotas RS;3;0;2;108
430000;CENTRO;Apartamento;Rua 15 de Novembro;Pelotas RS;3;1;1;175
415000;LARANJAL;Casa;Piratini;Pelotas RS;2;1;1;140
205000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;0;1;60
240000;CENTRO;Apartamento;;Pelotas RS;2;0;1;93
180000;AREAL;Casa;Rua Dr Edgard Vinhas de Campos;Pelotas RS;1;0;1;51
380000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;1;66
390000;AREAL;Terreno Padrao;Rua Gal Vasco Alves;Pelotas RS;;0;0;612
249000;FRAGATA;Casa;;Pelotas RS;4;0;5;95
250000;TRES VENDAS;Casa;Jose Julio da Cunha;Pelotas RS;3;0;1;110
450000;CENTRO;Apartamento;;Pelotas RS;3;0;0;
135000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;2;0;0;42
600000;TRES VENDAS;Loja/Salao;Avenida Dom Joaquim;Pelotas RS;;0;0;47
3000000;CENTRO;Casa;General Osorio;Pelotas RS;5;3;3;
580000;Zona Norte;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;1;92
58261;Simoes Lopes;Terreno Padrao;Av. Frederico Bastos;Pelotas RS;;0;0;
165000;TRES VENDAS;Casa;Avenida Cristovao Jose dos Santos;Pelotas RS;2;0;0;70
1000000;CENTRO;Casa;General Osorio;Pelotas RS;2;0;0;
450000;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;1692
2500000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;
195000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;76
870000;AREAL;Casa;Republica;Pelotas RS;3;0;5;250
350000;AREAL;Casa;Casimiro de Abreu;Pelotas RS;3;0;2;151
600000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;1;4;324
175000;TRES VENDAS;Apartamento;Rua Eng Ildefonso Simoes Lopes;Pelotas RS;2;0;1;48
250000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;110
760000;AREAL;Casa;Adriano Behocaray Lamego;Pelotas RS;3;0;0;298
149000;CENTRO;Apartamento;Juscelino Kubitschek de Oliveira;Pelotas RS;1;0;0;
235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;67
80000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;
150000;FRAGATA;Apartamento;Rua Marcos Costa;Pelotas RS;2;0;1;37
160000;CENTRO;Apartamento;;Pelotas RS;3;0;1;50
370000;CENTRO;Apartamento;Goncalves Chaves;Pelotas RS;3;1;1;
170000;CENTRO;Apartamento;Alvaro Chaves;Pelotas RS;2;0;0;65
398000;TRES VENDAS;Apartamento;Rua Paulo Marques;Pelotas RS;2;1;1;85
680000;CENTRO;Casa;;Pelotas RS;3;1;3;300
320000;Santa Terezinha;Casa;Silva Paes;Pelotas RS;3;1;0;177
212000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;300
250000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;120
1270000;Zona Norte;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;3;3;3;337
436361;AREAL;Loteamento/Condominio;Lagos de Sao Goncalo;Pelotas RS;;0;0;
459000;CENTRO;Casa;;Pelotas RS;2;0;0;170
260000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;73
530000;CENTRO;Casa;Tres de Maio;Pelotas RS;3;0;0;209
297000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;70
230000;CENTRO;Casa;;Pelotas RS;1;1;0;82
425000;CENTRO;Casa;;Pelotas RS;1;1;1;90
650000;CENTRO;Casa;Rua Tiradentes;Pelotas RS;4;2;2;300
