preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area
420000;AREAL;Casa;;Pelotas RS;3;1;1;148
700000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;4;180
332651;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;
850000;CENTRO;Apartamento;;Pelotas RS;4;2;2;273
210000;AREAL;Casa;Rua Pracinha Hortencio Rosa;Pelotas RS;1;0;2;150
130000;TRES VENDAS;Apartamento;Joao Jacob Bainy;Pelotas RS;2;0;1;47
85000;FRAGATA;Terreno Padrao;Rua Dr Frederico Bastos;Pelotas RS;;0;0;178
405000;Zona Norte;Predio Inteiro;Goncalves Chaves;Pelotas RS;2;0;0;
220000;CENTRO;Apartamento;Rua Gal Teles;Pelotas RS;2;0;1;72
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
369000;TRES VENDAS;Conjunto Comercial/Sala;Avenida Dom Joaquim;Pelotas RS;;0;0;53
110000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;74
298000;Cascata;Chacara;Colonia Reserva;Pelotas RS;2;0;1;220000
235000;CENTRO;Apartamento;;Pelotas RS;2;0;0;70
220000;CENTRO;Apartamento;Avenida Juscelino Kubitschek Oliveira;Pelotas RS;2;0;1;70
500000;CENTRO;Apartamento;Rua Gal Teles;Pelotas RS;3;0;1;134
980000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;3;4;462
245000;CENTRO;Apartamento;Coronel Alberto Rosa;Pelotas RS;2;0;0;75
480000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;60
260000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;125
1850000;CENTRO;Casa;;Pelotas RS;4;2;2;476
320000;FRAGATA;Casa;Marcos Costa;Pelotas RS;2;0;1;75
360000;CENTRO;Apartamento;;Pelotas RS;2;0;1;90
395000;TRES VENDAS;Apartamento;Rua Paulo Marques;Pelotas RS;2;1;1;85
140000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;57
330000;FRAGATA;Casa;Professor Paulo Zanotta da Cruz;Pelotas RS;3;0;4;168
265000;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;500
690000;AREAL;Casa;;Pelotas RS;4;1;3;221
610000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;1;135
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
133600;CENTRO;Conjunto Comercial/Sala;Barao de Azevedo Machado;Pelotas RS;;0;0;
170000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;3;1;1;74
295000;FRAGATA;Casa;Rua Dr Andre Dreyfus;Pelotas RS;3;0;0;187
550000;LARANJAL;Casa;Rua Herval do Sul;Pelotas RS;2;1;3;138
550000;LARANJAL;Casa Comercial;Avenida Rio Grande do Sul;Pelotas RS;;0;0;200
320000;CENTRO;Casa;Rua Manduca Rodrigues;Pelotas RS;3;0;0;118
250000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;0;1;135
420000;LARANJAL;Casa;;Pelotas RS;3;0;3;179
380000;CENTRO;Apartamento;;Pelotas RS;3;0;1;106
200000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;56
650000;CENTRO;Casa;;Pelotas RS;3;0;1;207
350000;AREAL;Casa;Vila Lhulier;Pelotas RS;8;0;0;190
85000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48
280000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;72
1200000;CENTRO;Terreno Padrao;Dom Pedro II;Pelotas RS;;0;0;
218000;CENTRO;Apartamento;Rua Maestro Mendanha;Pelotas RS;2;0;1;55
1200000;Zona Rural;Terreno Padrao;;Pelotas RS;;0;0;10000
200000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;47
590000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;1;198
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
1100000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;800
190000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;70
635000;CENTRO;Casa;;Pelotas RS;3;1;1;616
290000;AREAL;Casa;Herbert de Souza;Pelotas RS;3;1;3;200
690000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;3;2;500
220000;CENTRO;Apartamento;Proximo Galeria Zabaletta;Pelotas RS;1;0;0;50
225000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;
245000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;112
320000;CENTRO;Apartamento;;Pelotas RS;2;0;1;102
149000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;44
270000;CENTRO;Apartamento;Urbano Garcia;Pelotas RS;2;0;1;70
160000;TRES VENDAS;Apartamento;Avenida Sen Salgado Filho;Pelotas RS;2;0;1;95
240000;TRES VENDAS;Casa;Rua Desem Borges de Medeiros;Pelotas RS;1;0;1;58
650000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;
390000;FRAGATA;Casa;Rua Manuel Lucas de Oliveira;Pelotas RS;2;0;5;400
150000;CENTRO;Casa;;Pelotas RS;2;0;0;90
355000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;98
1400000;CENTRO;Casa;Marechal Deodoro;Pelotas RS;4;0;0;
202000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;322
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
680000;AREAL;Galpao/Deposito/Armazem;;Pelotas RS;;0;0;242
250000;TRES VENDAS;Casa;Jose Julio da Cunha;Pelotas RS;3;0;1;110
60000;CENTRO;Casa;;Pelotas RS;2;0;0;100
235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;60
106000;LARANJAL;Terreno Padrao;Rua Mortagua;Pelotas RS;;0;0;
530000;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;3;2;0;278
180000;Barro Duro;Casa;Espumoso;Pelotas RS;3;0;0;90
235000;CENTRO;Casa;Santos Dumont;Pelotas RS;2;0;0;116
700000;CENTRO;Apartamento;Rua Barao de Azevedo Machado;Pelotas RS;4;1;2;196
320000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;80
180000;TRES VENDAS;Casa;;Pelotas RS;3;1;3;250
530000;Zona Norte;Apartamento;Rua Leonardo Colares;Pelotas RS;3;1;2;144
300000;LARANJAL;Casa;;Pelotas RS;3;1;2;92
600000;CENTRO;Apartamento;;Pelotas RS;4;2;2;270
905000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;260
160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;38
430000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;0;0;69
850000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;295
212000;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;340
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
480000;CENTRO;Apartamento;;Pelotas RS;3;1;1;124
980000;CENTRO;Casa;Proximo Escola Sao Francisco de Assis;Pelotas RS;4;1;2;350
170000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;70
600000;CENTRO;Conjunto Comercial/Sala;Endereco Nao Informado;Pelotas RS;;0;0;180
220000;CENTRO;Apartamento;;Pelotas RS;2;0;0;102
140000;TRES VENDAS;Apartamento;Joao Jacob Bainy;Pelotas RS;2;0;1;43
250000;LARANJAL;Terreno Padrao;Bage;Pelotas RS;;0;0;
380000;CENTRO;Casa;Rua Alvaro Chaves;Pelotas RS;5;1;1;84
1200000;TRES VENDAS;Casa;;Pelotas RS;3;1;4;350
750000;AREAL;Casa;Proximo Dom Joaquim;Pelotas RS;3;1;2;230
550000;CENTRO;Casa;;Pelotas RS;4;0;1;143
330000;FRAGATA;Casa;;Pelotas RS;3;0;1;200
240000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;65
150000;FRAGATA;Apartamento;;Pelotas RS;1;0;1;40
265000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;91
110000;TRES VENDAS;Terreno Padrao;Rua Leopoldo Broad;Pelotas RS;;0;0;3200
680000;CENTRO;Casa;Rua Alm Barroso;Pelotas RS;2;1;1;78
26000;INDETERMINADO;Terreno Padrao;Corredor da Colonia;Pelotas RS;;0;0;
277383;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
516000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;176
63360;Simoes Lopes;Terreno Padrao;Av. Frederico Bastos;Pelotas RS;;0;0;
310000;CENTRO;Apartamento;;Pelotas RS;3;0;2;95
101000;FRAGATA;Apartamento;Rua Irmao Gabino Gerardo;Pelotas RS;2;0;1;45
400000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;1000
285000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;156
620000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;1;115
270000;AREAL;Apartamento;;Pelotas RS;3;0;1;100
270000;TRES VENDAS;Casa;Rua Cel Afonso Emilio Massot;Pelotas RS;3;0;2;85
225000;AREAL;Predio Inteiro;Joao Gomes Nogueira;Pelotas RS;2;0;0;200
250000;CENTRO;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;71
140000;FRAGATA;Quitinete;Endereco Nao Informado;Pelotas RS;1;0;0;40
225000;LARANJAL;Terreno Padrao;Dr. Antonio Rodrigues Duarte da Silva;Pelotas RS;;0;0;305
370000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;250
166000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;76
420000;CENTRO;Apartamento;Rua Sen Mendonca;Pelotas RS;2;0;0;113
180000;TRES VENDAS;Apartamento;Rua Santa Clara;Pelotas RS;2;0;1;70
330000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;120
280000;CENTRO;Casa Comercial;Paulo Guilayn;Pelotas RS;;0;0;
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
248337;Simoes Lopes;Casa;Av. Frederico Bastos;Pelotas RS;2;0;1;67
1590000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;240
200000;FRAGATA;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;540
212000;PORTO;Apartamento;Uruguay;Pelotas RS;1;0;0;58
279000;PORTO;Apartamento;;Pelotas RS;1;0;1;64
197000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;2;0;2;46
165000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;60
790000;CENTRO;Predio Inteiro;Felix Xavier da Cunha;Pelotas RS;;0;0;170
66000;PORTO;Terreno Padrao;;Pelotas RS;;0;0;
295000;FRAGATA;Casa;Rua Barao do Cerro Largo;Pelotas RS;2;0;2;120
250000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;69
300000;CENTRO;Apartamento;;Pelotas RS;3;0;1;80
280000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;390
220000;CENTRO;Casa;;Pelotas RS;2;0;0;77
450000;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;299
71000;TRES VENDAS;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;175
750000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;2;1;151
720000;LARANJAL;Casa;Avenida Adolfo Fetter;Pelotas RS;3;1;2;155
206600;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;0;1;60
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
275000;CENTRO;Apartamento;;Pelotas RS;2;0;1;74
204000;CENTRO;Quitinete;Rua Tres de Maio;Pelotas RS;;0;0;40
340000;CENTRO;Casa;Rua Conde de Porto Alegre;Pelotas RS;4;0;0;175
85000;AREAL;Loteamento/Condominio;;Pelotas RS;;0;0;
295000;Cascata;Chacara;Br;Pelotas RS;2;0;0;2
127900;FRAGATA;Apartamento;Rua Prof Paulo Zanotta da Cruz;Pelotas RS;1;0;1;40
38000;CENTRO;Casa;Pedro Osorio de Brito;Pelotas RS;1;0;0;
130000;TRES VENDAS;Apartamento;Rua Joao Jacob Bainy;Pelotas RS;2;0;1;47
495000;CENTRO;Apartamento;Rua Antonio dos Anjos;Pelotas RS;2;1;0;106
240000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;125
245000;TRES VENDAS;Apartamento;Rua Dr Bruno Chaves;Pelotas RS;2;0;1;63
250000;CENTRO;Apartamento;Rua Prof Dr Araujo;Pelotas RS;2;0;1;70
319000;LARANJAL;Predio Inteiro;Praca Aratiba;Pelotas RS;;0;0;
212000;LARANJAL;Terreno Padrao;Alameda Pablo Neruda;Pelotas RS;;0;2;280
187000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;57
224900;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;1;38
370000;LARANJAL;Casa;;Pelotas RS;3;1;1;204
318000;TRES VENDAS;Apartamento;Rua Dr Bruno Chaves;Pelotas RS;3;0;1;90
2500000;FRAGATA;Predio Inteiro;Avenida Duque de Caxias;Pelotas RS;;0;0;
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
300000;CENTRO;Apartamento;Bento Goncalves;Pelotas RS;3;0;0;93
150000;AREAL;Terreno Padrao;Rua Dr Benjamin Gastal;Pelotas RS;;0;0;540
54500;AREAL;Terreno Padrao;Joao Gomes Nogueira;Pelotas RS;;0;0;711
279305;TRES VENDAS;Casa de Condominio;R 1;Pelotas RS;2;0;1;85
270000;FRAGATA;Casa;Rua Vidal de Negreiros;Pelotas RS;2;0;4;400
65000;TRES VENDAS;Terreno Padrao;Rua Eng Ildefonso Simoes Lopes;Pelotas RS;;0;0;
780000;TRES VENDAS;Casa;;Pelotas RS;3;1;2;200
373000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;75
320000;CENTRO;Apartamento;Alberto Rosa;Pelotas RS;2;0;1;100
575000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;202
275000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;112
370000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;0;0;80
279305;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;85
1400000;CENTRO;Casa Comercial;Juscelino Kubitschek de Oliveira;Pelotas RS;;0;2;
192679;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;0;40
190000;TRES VENDAS;Casa de Condominio;Rua Olegario Mariano;Pelotas RS;2;2;1;60
318000;CENTRO;Apartamento;Proximo Brigada Militar;Pelotas RS;1;1;1;53
350000;Simoes Lopes;Casa;;Pelotas RS;3;1;1;150
80000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;300
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
290000;TRES VENDAS;Casa;;Pelotas RS;3;0;3;150
90000;LARANJAL;Terreno Padrao;Rua Mario Americo Passos;Pelotas RS;;0;0;
115000;FRAGATA;Casa;Coronel Manuel Lucas de Oliveira;Pelotas RS;1;0;1;70
402800;CENTRO;Casa;Rua Tiradentes;Pelotas RS;3;1;1;105
190000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;94
220000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;422
181000;CENTRO;Apartamento;;Pelotas RS;2;0;1;48
233200;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;70
120000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;40
85000;LARANJAL;Terreno Padrao;Rua Santa Cruz do Sul;Pelotas RS;;0;0;
350000;CENTRO;Apartamento;Padre Anchieta;Pelotas RS;3;0;0;98
745000;CENTRO;Casa;Ambrosio Pinto Ferreira;Pelotas RS;3;1;3;
189800;FRAGATA;Apartamento;Rua Antonio dos Anjos;Pelotas RS;2;0;1;40
300000;CENTRO;Casa;Rua Lobo da Costa;Pelotas RS;3;0;5;218
300000;AREAL;Terreno Padrao;Avenida Domingos de Almeida;Pelotas RS;;0;0;
500000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;0;1;117
135000;AREAL;Apartamento;Avenida Domingos de Almeida;Pelotas RS;2;0;1;44
200000;AREAL;Casa;Francisco Jesus Vernetti;Pelotas RS;3;0;0;90
265000;TRES VENDAS;Casa;Engenheiro Ildefonso Simoes Lopes;Pelotas RS;3;1;2;100
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
245000;TRES VENDAS;Casa;Vinte e Cinco de Julho;Pelotas RS;2;0;2;47
600000;CENTRO;Casa;General Telles;Pelotas RS;4;1;1;170
230000;CENTRO;Apartamento;Rua Padre Felicio;Pelotas RS;2;0;0;63
350000;CENTRO;Apartamento;;Pelotas RS;3;1;1;112
230000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;100
165000;AREAL;Apartamento;Rua Thomas Antonio Gonzaga;Pelotas RS;3;0;1;72
385000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;1;91
159000;FRAGATA;Apartamento;Proximo Padaria Estrela;Pelotas RS;2;0;1;52
480000;CENTRO;Casa;General Osorio;Pelotas RS;2;1;1;100
415000;CENTRO;Apartamento;;Pelotas RS;3;0;1;170
149000;TRES VENDAS;Apartamento;Fernando Osorio;Pelotas RS;1;0;1;60
145000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;0;37
1900000;CENTRO;Casa;;Pelotas RS;5;3;0;440
210000;CENTRO;Apartamento;Rua Gal Osorio;Pelotas RS;2;0;1;78
360000;AREAL;Casa;Avenida Ferreira Viana;Pelotas RS;3;1;1;148
745000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;2;1;1;
424000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;2;0;1;
520000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;140
160000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;58
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
200000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;80
180000;AREAL;Casa;;Pelotas RS;3;0;3;180
245000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;
159000;TRES VENDAS;Casa;Avenida Guadalajara;Pelotas RS;2;0;0;80
170000;CENTRO;Apartamento;Rua Alm Tamandare;Pelotas RS;1;0;0;69
390000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;132
630000;CENTRO;Apartamento;Anchieta;Pelotas RS;4;2;1;154
175000;CENTRO;Apartamento;;Pelotas RS;1;0;0;43
230000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;62
375000;INDETERMINADO;Sitio;Endereco Nao Informado;Pelotas RS;6;0;0;147500
398000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;150
290000;Santa Terezinha;Casa;Sao Francisco;Pelotas RS;3;0;3;107
1000000;CENTRO;Predio Inteiro;Senador Mendonca;Pelotas RS;;0;0;
180000;CENTRO;Apartamento;;Pelotas RS;1;0;0;58
525000;LARANJAL;Casa;;Pelotas RS;3;1;2;236
255000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;1;0;69
1800000;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;2800
480000;AREAL;Predio Inteiro;Doutor Benjamin Gastal;Pelotas RS;;0;0;
230000;AREAL;Apartamento;Avenida Sao Francisco de Paula;Pelotas RS;2;0;1;98
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
250000;CENTRO;Casa;Rua Alvaro Chaves;Pelotas RS;2;0;0;92
750000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;1;1;0;200
1200000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;1;0;0;216
220000;INDETERMINADO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;320
370000;CENTRO;Apartamento;Av. Presidente Juscelino K. de Oliveira;Pelotas RS;3;1;1;65
245000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;1
245000;AREAL;Apartamento;;Pelotas RS;2;0;1;54
149000;FRAGATA;Terreno Padrao;Rua Dr Frederico Bastos;Pelotas RS;;0;0;
265000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;78
640000;CENTRO;Loja/Salao;;Pelotas RS;;0;0;141
310000;AREAL;Casa;;Pelotas RS;3;0;2;141
880000;CENTRO;Casa;;Pelotas RS;5;1;1;274
350000;AREAL;Casa;Visconde Ouro Preto De;Pelotas RS;3;0;1;200
159000;CENTRO;Apartamento;Marcilio Dias;Pelotas RS;2;0;1;
1000000;TRES VENDAS;Casa;Avenida Fernando Osorio;Pelotas RS;5;0;0;250
212000;CENTRO;Conjunto Comercial/Sala;Proximo Santa Casa;Pelotas RS;;0;0;34
530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;180
290000;CENTRO;Casa;Coronel Alberto Rosa;Pelotas RS;3;0;0;110
1275000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;20000
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
210000;LARANJAL;Casa;Tapes;Pelotas RS;2;0;1;60
1378000;LARANJAL;Casa;;Pelotas RS;4;1;2;310
171000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;70
590655;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;97
129000;CENTRO;Apartamento;;Pelotas RS;2;0;1;42
1500000;Zona Norte;Apartamento;;Pelotas RS;4;2;3;640
450000;CENTRO;Casa;;Pelotas RS;2;1;0;270
310000;CENTRO;Casa;Emilio Leao;Pelotas RS;1;0;3;
1700000;CENTRO;Conjunto Comercial/Sala;Rua Prof Dr Araujo;Pelotas RS;;0;0;
570000;AREAL;Apartamento;Rua Dr Claudio Manoel da Costa;Pelotas RS;3;1;2;120
106000;TRES VENDAS;Casa;Ormindo da Silva;Pelotas RS;1;0;1;60
270000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;390
296800;CENTRO;Apartamento;Rua Lobo da Costa;Pelotas RS;3;0;1;117
212000;CENTRO;Apartamento;;Pelotas RS;1;0;1;52
255000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;0;75
350000;CENTRO;Casa;Rua Gal Teles;Pelotas RS;5;0;0;210
265000;TRES VENDAS;Casa;Engenheiro Ildefonso Simoes Lopes;Pelotas RS;3;1;2;100
360000;Zona Norte;Apartamento;Proximo Clube Brilhante;Pelotas RS;3;0;1;120
1800000;Zona Norte;Terreno Padrao;Rua Rafael Pinto Bandeira;Pelotas RS;;0;0;
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
190000;CENTRO;Casa;Almirante Tamandare;Pelotas RS;2;0;0;100
135000;AREAL;Apartamento;Rua Dr Victor Russomano;Pelotas RS;2;0;1;44
330000;AREAL;Apartamento;;Pelotas RS;2;0;1;75
380000;CENTRO;Apartamento;;Pelotas RS;3;0;1;121
297000;AREAL;Casa;;Pelotas RS;3;0;1;
1200000;CENTRO;Casa Comercial;Bento Goncalves;Pelotas RS;;0;5;209
165704;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;
287000;CENTRO;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;0;68
459000;CENTRO;Casa;Rua Santa Cruz;Pelotas RS;3;1;0;150
950000;PORTO;Casa;;Pelotas RS;4;0;3;264
550000;CENTRO;Apartamento;Rua Antonio dos Anjos;Pelotas RS;2;1;1;110
165000;TRES VENDAS;Casa de Condominio;;Pelotas RS;2;0;1;49
320000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;89
145000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;45
734000;CENTRO;Casa;Rua Anchieta;Pelotas RS;4;0;4;300
270000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;
285000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;1;2;62
1300000;FRAGATA;Terreno Padrao;Duque Caxias De;Pelotas RS;;0;0;4200
250000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;120
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
450000;AREAL;Predio Inteiro;Rua Alberto Pimentel;Pelotas RS;;0;0;80
260000;AREAL;Terreno Padrao;Rua Com Rafael Mazza;Pelotas RS;;0;0;2640
470000;AREAL;Casa;Rua Dr Benjamin Gastal;Pelotas RS;3;1;0;1100
425000;AREAL;Casa;Avenida Ferreira Viana;Pelotas RS;3;1;1;148
750000;TRES VENDAS;Casa;Rua Darci Adam;Pelotas RS;4;1;8;250
296000;CENTRO;Apartamento;Coronel Alberto Rosa;Pelotas RS;2;0;1;
260760;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;0;42
245000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;76
420000;CENTRO;Conjunto Comercial/Sala;Rua Anchieta;Pelotas RS;;0;0;108
360000;FRAGATA;Casa;Rua Carlos de Carvalho;Pelotas RS;2;0;0;114
1300000;AREAL;Casa;Rua Clovis Gularte Candiota;Pelotas RS;4;1;2;291
212000;CENTRO;Apartamento;;Pelotas RS;2;0;0;57
380000;AREAL;Casa;Praca Hortencio Rosa;Pelotas RS;3;0;1;107
576000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;160
426000;CENTRO;Apartamento;XV de Novembro;Pelotas RS;2;1;1;115
1100000;CENTRO;Casa;;Pelotas RS;5;3;2;600
550000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;3;1;2;202
230000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;0;76
1166000;AREAL;Casa;;Pelotas RS;4;1;3;283
211000;CENTRO;Loft em Obras;Rua 15 de Novembro;Pelotas RS;1;0;1;44
76000;TRES VENDAS;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;175
180000;TRES VENDAS;Apartamento;;Pelotas RS;3;0;1;90
159000;RECANTO DE PORTUGAL;Terreno Padrao;;Pelotas RS;;0;0;
530000;CENTRO;Casa;Tres de Maio;Pelotas RS;3;0;0;209
800000;CENTRO;Casa;;Pelotas RS;3;2;1;197
420000;AREAL;Casa;;Pelotas RS;3;1;1;180
160000;CENTRO;Casa;Padre Anchieta;Pelotas RS;2;0;0;80
